Gloss,Frequency
LONG-TIME-AGO,2
RELIEVED,2
JEALOUS,2
S-P-O-R-T-S,2
JEWISH,2
P-A-R-K,2
PUT-IN-GAS,2
INTERRUPT,2
F-E-B,2
M-A-R-I-A,2
L-I-Z,2
L-O-U-I-E,2
FALL-DOWN,2
SCOUT,2
A-N-N,2
I-BAWL-OUT-HE,2
SPEECH,2
NORMAL,2
BLOOD-PRESSURE,2
VERY-WHITE,2
SIXTY-TWO,2
TURN-ON,2
STAY-HERE,2
DIFFERENT-CONTINUALLY,2
BC,2
C-A-R-T-W-R-I-G-H-T,2
DRIVE-HERE,2
I-SEND-HE,2
TURN,2
BACKPACKING,2
PENNSYLVANIA,2
FASCINATING,2
CHAMPIONSHIPS,2
FRUIT,2
TOILET,2
A-S-D,2
P-H-I-L,2
GYMNASTICS,2
C-H-R-I-S-T-Y,2
HONOR,2
VERY-SOUR,2
MEDICATION,2
BALTIMORE,2
BETWEEN,2
DESSERT,2
MOVE-AWAY,2
OPINION,2
TREE++,2
CARELESS-REPEATEDLY,2
RABBITS,2
FAILED,2
J-A-M-E-S,2
PLAY-AROUND,2
RICH,2
EAGLE,2
GIVE-YOU,2
IT-PICK-I,2
HAMPSHIRE,2
P-R-E-T-Z-E-L-S,2
GOOD-MORNING,2
POUNDS,2
COCOA,2
CLASSROOM,2
MEASURE,2
FOUR-YEAR,2
FASCINATED,2
TROUBLE,2
FORCE,2
CAMPING,2
FORM,2
LOOK-AT-CONTINUALLY,2
EVERY-MONDAY,2
K-A-R-E-N,2
HE-TEACH-I,2
ANXIOUS,2
DEAD,2
PERFECT,2
FLY-ACROSS,2
RESTROOM,2
PLUG-IN,2
G-L-O-B-E,2
MOM-DAD,2
EVERY-YEAR,2
THEN,2
GROW++,2
STRUGGLE,2
EXPERT,2
LINCOLN,2
ABRAHAM,2
MOVE++,2
KETCHUP,2
EARS,2
SNOWMAN,2
L-U-I-S,2
SQUIRREL,2
POSSIBLE,2
OPERATE,2
ITALIAN,2
SECURITY,2
MONTHLY,2
SUSPECT,2
CHAIN,2
RAINBOW,2
THREE-THIRTY,2
SEWING,2
FED-UP,2
SOAP,2
MUSEUM,2
TIME-NINE,2
YET,2
FOLLOW,2
MEASLES,2
WORKER,2
YOU-MEET-HE,2
SUBTRACT,2
R-O-B-E-R-T-O,2
NURSING,2
PITTSBURGH,2
GREG,2
ALASKA,2
CLOSE-CAPTION,2
PACKAGE,2
SICK-REPEATEDLY,2
PRESIDENT'S,2
DEPEND,2
EIGHTY-SEVEN,2
PAIN-IN-MOUTH,2
FLY-TO-HERE,2
DISGUSTING,2
THREE-OF-YOU,2
DIDN'T,2
FROGS,2
C-O-U-N-T-Y,2
RESIDENTIAL,2
GET-OFF-SNOWMOBILE,2
H-E-L-E-N,2
ANALYZE-REPEATEDLY,2
CONFLICT,2
I-T-T-Y-YOU,2
FINGERSPELL-CONTINUALLY,2
TRUCK,2
COMEDIAN,2
SHIRTS,2
HEARD,2
ACT+AM,2
J-O-H-N-S-O-N,2
SUNSET,2
S-V-E-N,2
EIGHT-U-S,2
THROW-AWAY,2
MOTHER-FATHER,2
RACER,2
M-O-T-O-C-R-O-S-S,2
THEY-TWO,2
M-A-Y-O,2
D-E,2
ROLLER-SKATE,2
OKAY,2
A-U-G,2
EARTH-QUAKE,2
LOOK-OVER,2
SETUP,2
COVER,2
STOVE,2
DANCER,2
GRADUATION,2
TEASE,2
THIRSTY,2
MAD-CONTINUALLY,2
STRICT,2
HE-PAY-I,2
IN-TWO-WEEK,2
FLY-HERE,2
MISCHIEVOUS,2
MINUTES,2
MISCHIEVOUS-CONTINUALLY,2
SODA,2
ALRIGHT,2
LEG,2
W-I-L-L,2
FIVE-OF-WE,2
FEED,2
WEAK,2
HEAD-COLD,2
BETTER-THAN,2
NINETEEN-SIXTY-FIVE,2
SHOW-YOU,2
HEART-ATTACK,2
TWENTY-FOUR,2
SIZE,2
IN-SIX-MONTH,2
BUTTERFLY,2
SWITZERLAND,2
EVERY-THREE-HOUR,2
PIG,2
LION,2
JERSEY,2
THREE-WEEK,2
TAKE-CARE-OF,2
IDAHO,2
D-V-D,2
THUNDER,2
R-E-F,2
I-HELP-YOU,2
GROUCH,2
P-C,2
ROOMMATE,2
CRUST,2
SAUSAGE,2
STOMACHACHE,2
THREE-DAYS,2
BLUEBERRY,2
ENGINEERING,2
MET,2
PLAYERS,2
RIDE-TO,2
D-E-B-B-I-E,2
PENSION,2
RECEIVE,2
FALL-ASLEEP,2
MINISTER,2
G-A-L-L-A-U-D-E-T,2
WRISTWATCH,2
LOUISIANA,2
TEXT,2
F-R-A-N-K,2
HURT-CONTINUALLY,2
L-E-G,2
LOOK-AT-I,2
FAVOR,2
THICK,2
S-T-R-E-E-T,2
M-O-P-S-Y,2
T-O-R-I,2
OURSELVES,2
OLD-FIVE,2
C-H-E-F,2
BOARD,2
VECHILE,2
CONVERSATION,2
MOON,2
HE-SHE,2
SHELF,2
MECHANIC,2
SONS,2
I-HAVE,2
DOZEN,2
G-R-I-L-L,2
ANYTHING,2
COMPLAIN-REPEATEDLY,2
GLOVES,2
YOU-BORROW-I,2
COP,2
MAD-REPEATEDLY,2
S-E-C,2
J-E-N,2
WORKERS,2
DISHES,2
LESS,2
FIFTY-SEVEN,2
P-E-T,2
COURSES,2
SINGING,2
HANDS,2
K-I-M,2
SURGERY,2
RIDE-BICYCLE,2
HAND,2
VERY-SICK,2
FEEL-NONE,2
DEPLETE,2
WISCONSIN,2
NEBRASKA,2
NINTH,2
MOTHER'S,2
M-M,2
VERY-SMALL,2
HATS,2
ITALY,2
EVERY-WEEK,2
C-H-I-P,2
MASSACHUSETTS,2
TELL-YOU,2
I-SEND-TWO-THEY,2
B-E-L-L,2
WROTE,2
UNITED,2
VERY-COLD,2
FEEL++,2
FLATTERY,2
FREEDOM,2
JUNETEENTH,2
I-PAY-YOU,2
I-BORROW-YOU,2
UNDERSTAND-NONE,2
THOSE-TWO,2
SOFTBALL,2
SCHEDULE,2
YEAR'S,2
DIFFERENT++,2
DECISION,2
DISGUSTED,2
COOK++,2
DETERIORATE,2
SIXTEEN,2
SNAKES,2
FILE,2
STATES,2
HE-GIVE-I,2
FIVE-MONTH,2
ILLINOIS,2
JUDGE,2
THIRTY-FOUR,2
MUSTARD,2
GOOD.,2
YOUNGER,2
GOSSIP,2
USED-TO,2
NEXT-MONTH,2
ELECTION,2
MISSOURI,2
CLEAR,2
M-Y-S-T-E-R-Y,2
COLUMBUS,2
FOUNTAIN,2
SLEET,2
MEET-HE,2
CARELESS,2
PRIDE,2
H-A-R-R-Y,2
SIGHT-SEE,2
BECAME,2
A-B-D-U-L,2
C-O-D-A,2
L-O-U-I-S-E,2
IN-THREE-WEEKS,2
SCOTLAND,2
THREE-YEAR-AGO,2
NOTICE-TO,2
HUNGER,2
HAVE-TO,2
SOCK,2
MEN,2
REGULAR,2
GET-IN,2
ACTIVE,2
A-C,2
CC,2
RAPID,2
GREAT,2
WASH-DISHES,2
SEMESTER,2
M-A-R-C-H,2
LAKE,2
P-U-P-P-Y,2
WALLS,2
FLOORS,2
COWS,2
TWICE,2
DRAWING,2
BA,2
SPIDERS,2
POEM,2
CANDLE,2
"POTIER""",2
OLDER,2
MISSISSIPPI,2
SKIN,2
IRELAND,2
WAITRESS,2
SCARED,2
NG,2
CLOSE-BOOK,2
YEARLY,2
PROTECT,2
GARDEN,2
H-O-U-D-I-N-I,2
HE-ASK-HER,2
DOT,2
EAT-UP,2
JANITOR,2
INDEPENDENT,2
FLAT-TIRE,2
TIGER,2
BIRDS,2
TH,2
KNOW-WELL,2
VALUABLE,2
STREET,2
B-A-N-K,2
V-E-T-E-R-A-N-S,2
OPEN-BOOK,2
++,2
SEVENTY-THREE,2
I-TELL-HE-REPEATEDLY,2
B-A-L-L-S,2
ALL-OVER,2
REMEMBRANCE,2
HOUSTON,2
TYPEWRITER,2
DONE,2
BUZZ-CUT,2
GO-AHEAD,2
TAKEOFF,2
THREE-YEAR,2
SIT-CONTINUALLY,2
FRUSTRATE-CONTINUALLY,2
MANAGE,2
AWAY,2
R-H-U-L-I-N,2
TURN-ON-LIGHT,2
M-L-K,2
SCIENTIST,2
C-H-A-R-L-E-S,2
R-I-C-H-A-R-D,2
VETERAN'S,2
PEAR,2
TORNADO,2
MEMBERS,2
QUERY,2
A-N-N-E,2
BOTTLE,2
TAKE-PILL-REPEATEDLY,2
ANYONE,2
SHE-HELP-YOU,2
SIX-FIFTEEN,2
RUN-OUT,2
INFORM-I,2
OREGON,2
DICTIONARY,2
PASTA,2
CHILL,2
FORWARD,2
AUTO,2
LOCAL,2
F-A-T-I-M-A,2
SHE-ASK-I,2
"ONE-FOURTH,",2
HAD,2
TTY-TO-HE,2
TTY,2
BRING-HERE,2
ARKANSAS,2
R-E-B-E-C-C-A,2
INTERACT,2
BREATHE,2
R-O-B,2
FIRE++,2
C-A-L,2
TWO-YEARS,2
MECHANICS,2
TENNESSEE,2
LEND,2
DRYER,2
SCREWDRIVER,2
YOU-BORROW,2
SMOOTH,2
FOUR-YEAR-AGO,2
LABOR,2
ITSELF,2
INTERESTED,2
M-I-L-E-S,2
BECKON,2
T-O-N-Y,2
C-H-U-C-K,2
CHAMPION,2
R-O-D-G-E-R-S,2
T-E-D,2
ELEVEN-THIRTY,2
J-O-K-E,2
LAWN,2
I-LOAN-YOU,2
E-V-E,2
CARPENTRY,2
DUCK,2
TOOTHBRUSH,2
I-SHOW-YOU,2
PUMPKIN,2
YOU-CHOOSE-HE,2
COMFORTABLE,2
MISSING,2
TWO-THOUSAND-FIVE,2
AUGUST,2
PUT-DOWN,2
WRONG-CONTINUALLY,2
BEAT,2
BOXING,2
SWIMMER,2
STING,2
BEE,2
C-A-R-O-L,2
INTERPRETING,2
PONG,2
PING,2
I-SEND-YOU,2
MICE,2
NINETEEN-EIGHTY-FIVE,2
SKILLS,2
ELEPHANTS,2
SNOW-BOARD,2
SAME-AS-I,2
T-E-N-N,2
JANUARY,2
T-R-U-C-K,2
HOURS,2
EVERY-THURSDAY,2
NINETEEN-THIRTY-TWO,2
SCARF,2
PLAY-FIELD,2
VOCABULARY,2
LITTLE-BIT,2
TECHNOLOGY,2
COOL,2
PUSH,2
C-H-R-I-S,2
I-INFORM-EACH-OF-YOU,2
EVERY-SUNDAY,2
CLAUS,2
SPECIALTY-FIELD,2
COMMUNICATION,2
SWELL,2
YOU-LEND-I,2
S-T-A-R,2
WOODS,2
FIFTY-CENT,2
BAG,2
FIVE-OF-THEY,2
J-O-S-E-'-S,2
I-TELL-HE,2
YOU-MIND,2
INEPT,2
PLANS,2
H-D,2
B-E-C-K-Y,2
CAREFUL,2
HEIGHT,2
ONE-MONTH,2
NOT-MUCH,1
MARATHON,1
N-I-C-H-O-L-A-S,1
PATIENT,1
PLATE,1
TWO-THIRTY,1
VERY-LOUSY,1
S-V-E-T-L-A-N-A,1
A-S-L?,1
LIQUID-SPILL-ON,1
SPILL-DRINK,1
HOLD-CUP,1
T-E-R-M,1
NINETEEN-FORTY-EIGHT,1
ALLERGIC,1
PEANUTS,1
"SWEET,",1
EXPERIENCES,1
CUMULATIVE,1
SPEAKER,1
MOTIVATIONAL,1
F-E-R-R-I-G-N-O,1
L-O-U,1
B-U-S-Y,1
AS,1
VERY-DARK,1
N-E-W-S,1
DOWNTOWN,1
TOGETHER-STEADY,1
ANTS,1
ATTENTION,1
AVAILABLE,1
PERMIT,1
WAASH-CLOTHES,1
DRINK-WHISKEY,1
INSPIRATION,1
WRITER,1
I-PRESENT-YOU-REPEATEDLY,1
HARTFORD,1
CO-FOUNDED,1
HAIR-YELLOW,1
C-I-N-D-E-R-E-L-L-A,1
FIVE-DOLLARS,1
WOMAN-GIVE-TO-I,1
COLD-REPEATEDLY,1
ENCOURAGED,1
DIFFERENCE,1
H-U-R-R-I-C-A-N-E,1
TYPHOON,1
FORCES,1
ARMED,1
SCREEN-ON,1
I-SHOW-YOU-TWO,1
OLD-TWENTY-NINE,1
WRITE-ON,1
STAR,1
FLIP-OVER,1
YOU-TAKE-HE,1
ORLEANS,1
PLUG-IN-THERE,1
RAINY,1
SYMPATHY,1
HOME-WITHOUT,1
SUITCASE++,1
WEBCAM,1
A-N-D,1
WORD,1
SHORTCUT,1
A-M-P-E-R-S-A-N-D,1
YOU-LOAN-I,1
CURTAIN,1
SHOW-HE,1
M-A-T-T-H-E-W,1
SQUARE,1
CIRCLE,1
SURFBOARD,1
RECOGNIZE,1
INAUGURATION,1
YOU-INVITE-I,1
W-A-R-S,1
GOOD-ENOUGH,1
SUMMARY,1
CHAPTER,1
S-C-I-E-N-T-I-S-T,1
AN,1
HE-LEAVE-IT,1
FOULED-UP,1
BICYCLING,1
SEVEN-THIRTY,1
E-D-W-A-R-D,1
IDEAS,1
SAILBOAT,1
CHEF,1
AWESOME,1
PEACH,1
VICE,1
G-R-A-D-E,1
OLD-SIXTY-TWO,1
I-COLLECT,1
BETIER,1
EXAGGERATED,1
SPECIALIZE,1
SWITCH-OVER,1
NINETEEN-NINETY-EIGHT,1
NINETEENTH,1
INCHES,1
FOOT,1
J-O-N,1
EVENING,1
-DOLLAR,1
H-Y-B-R-I-D,1
MOSQUITO,1
YOU-ASK-IT,1
RUN-THERE,1
ROLL-AROUND,1
IMPOSSIBLE,1
"CAN'T,",1
SILENT,1
ALARM,1
SLEEPING,1
A-WEEK-AGO,1
PLAYGROUND,1
LEVEL,1
BELSKY,1
MARTIN,1
R-E-L-A-Y,1
I-P,1
BEAT-I,1
SEPT,1
JOHN,1
NO-GOOD,1
CARBURETOR,1
PUT-GAS-IN-REPEATEDLY,1
S-A-M-M-Y,1
MISTAKE-REPEATEDLY,1
REAL,1
TURTLE,1
FLAVOR,1
FAV,1
PREVENT,1
BANDAGE,1
NEXT-TUESDAY,1
PRINTING,1
SITDOWN,1
I-ASK-HE-REPEATEDLY,1
F-O-R-E-M-A-N,1
M-U-H-A-M-M-A-D,1
FORTY-FOUR,1
DEODORANT,1
PROJECT,1
INFORM-ALL-OF-YOU,1
TURN-LEFT,1
TURN-RIGHT,1
L-I-C-E,1
OUTBREAK,1
T-Y-P-H-U-S,1
DISCOVERING,1
SCARECROW,1
GHOST,1
LEVELS,1
A-C-T-O-R,1
HOT-REPEATEDLY,1
LEFT-TURN,1
VERY-DIRTY,1
FROM-THEN-ON,1
PRINCIPAL,1
VERY-LOUD,1
K-A-T-R-I-N-A,1
P-E-C-A-N,1
BLOW-NOSE,1
T-R-E-K,1
INCLUDING,1
ROLES,1
DIRECTOR,1
S-E-A-G-O,1
H-O-W-I-E,1
A-L-B-E-R-T,1
LIFTING,1
SIX-THIRTY`,1
MELT,1
E-L-F,1
ASIA,1
LINE,1
TWELFTH,1
CL-B:FIELDS-AND-FIELDS,1
BRACES,1
HE-BAWL-OUT-HER,1
BOTHER-HE-REPEATEDLY,1
BROCCOLI,1
CHINA,1
BRAVE,1
FIREFIGHTER,1
TATTLE,1
THIRTY-CENT,1
PAY-HE,1
COUNSELOR,1
IN-THREE-MONTH,1
LAUGH-CONTINUALLY,1
TAKE-TURN,1
OUTLINE-KIDNEY-SHAPED,1
ONE-HUNDRED-AND-FIFTY-DOLLAR;,1
TOUR,1
I-PICK-UP-YOU,1
VEHICLE,1
P-A-R-K-I-N,1
T-E-R-E-N-C-E,1
E-D,1
OLD-EIGHTEEN,1
FAKE,1
SEVEN-YEAR,1
JUMPED-IN,1
RISK,1
ONE-HUNDRED-AND-THREE,1
WE-THREE,1
LOOK-AT-EACH-OF-THEY,1
D-A-N,1
EMERGENCY,1
HALL,1
RESIDENCE,1
PRE-K,1
WHAT-NAME,1
CASH,1
ACCEPTS,1
HAIL,1
BE-PATIENT,1
ENDS,1
V-E-D-I-T-Z,1
B-Y,1
DEC,1
V-I-C-K-Y,1
GENTLEMAN,1
TOPIC,1
SIGHTSEE,1
FOUR-HUNDRED-FIFTY,1
SEEK,1
KINDNESS,1
B-O-V-E,1
R-O-G-E-R,1
CARRY-I,1
IMMEDIATELY,1
HE-GIVE-SHE,1
A-N-D-R-E,1
CHUBBY,1
DON’T-KNOW,1
ADVERTISE,1
VERY-LAZY,1
HYPODERMIC,1
BAGEL,1
SCISSORS,1
DO+++,1
PEPPERONI,1
THINK-GONE,1
S-Y-S-T-E-M,1
N-E-R-V-O-U-S,1
C-E-N-T-R-A-L,1
OPTIONS,1
HEALTHY,1
COMPETITIVE,1
GET-ALONG,1
YOU-TAKE-I,1
T-H-R-O-U-G-H,1
EACH-OTHER,1
CALM-DOWN,1
OUTDOORS,1
KITE,1
CRABBY,1
I-LOOK-AT-REPEATEDLY,1
IN-FOUR-YEAR,1
F-R-A-T,1
M-O-N-O-N-U-C-L-E-O-S-I-S,1
FIGHT-REPEATEDLY,1
LIFT-WEIGHTS,1
S-P-A,1
SEIZE,1
LAZY-EST,1
MATTER,1
VERY-GOOD,1
VERY-FAST,1
CHIP,1
WRONG?,1
J-A-N-E,1
SUSPEND,1
ORANGE-J,1
YOU-PUNISH-SHE,1
PLAYS,1
AMAZING,1
T-H-A-N-K-S,1
END,1
SENATE+AM,1
BLANKET,1
LIGHT-WEIGHT,1
LIGHT-UP,1
YOU-FLY-TO-THERE,1
ABSENT,1
SKUNK,1
I-BORROW-SHE,1
WASH-LAUNDRY,1
Q-I-N-G,1
TOSS-TURN,1
C-R-O-S-S,1
S-A-M-A-N-T-H-A,1
MEET-REPEATEDLY,1
EVENT,1
SKI-REPEATEDLY,1
"WARS""",1
"""STAR",1
F-I-C-T-I-O-N,1
ADVOCATES,1
HANDSHAKE,1
T-O,1
A-S-K,1
V-P,1
INFORM-YOU,1
W-I-L-L-H-I-T-E,1
Z-A-B-E-L,1
N-E-L-L-I-E,1
PILOTS,1
A-S-P-I-R-I-N,1
GET-REGULARLY,1
A-T-M,1
S-H-E-R-R-I-N-G-T-O-N,1
S-C-O-T-T,1
I-INVITE-EACH-OF-THEY,1
GOVERNMENT+AM,1
N-O-R-A,1
MISCHIEVOUS-REPEATEDLY,1
TALK-REPEATEDLY,1
FORCE-YOU,1
FALL-FOR,1
HE-GIVES-HER,1
CHILLING,1
YES.,1
FAULT,1
TEN-CENT,1
J-U-A-N,1
SHE-ASK-EACH-OF-YOU,1
TOYS,1
T-R-I-G,1
SEPARATE,1
MAGICIAN,1
D-O-N,1
REMIND,1
GUILTY,1
J-U-R-Y,1
TWENTY-FIVE-CENT,1
INDIAN,1
G-R-E-A-T,1
VARIOUS,1
ZEBRA,1
M-A-R-T-H-A,1
TWO-DAYS,1
HUSBANDS,1
RESERVE,1
I-T-T-Y-IT,1
J-A-C-K-S-O-N,1
LIGHTS-FLASH,1
PSU,1
NINETEEN-ELEVEN,1
EVERYWHERE,1
TO-T-T-Y-HER-REPEATEDLY,1
TALK-WITH,1
ARROGANT,1
ATTITUDE,1
FOUNDING,1
H-A-I-R-S-T-O-N,1
E-R-N-E-S-T,1
BUGS,1
SPRAY,1
LANDLORD,1
JUMPSTART,1
MAKEUP,1
WEEKS,1
HE-LOOK-AT-SHE,1
BEANS,1
STRING,1
STEAK,1
SHRIMP,1
PLANE,1
PARADE,1
FRANK,1
F-I-O-N-A,1
BLOOD-DRAW-MICROSCOPE-ANALYZE,1
TWO-THREE-SIX-EIGHT-NINE,1
ID,1
THERE-BRING-THERE,1
P-O-N-D,1
DON’T-WANT,1
"CLASS,",1
CELL,1
COMB-HAIR,1
BURSH-TEETH,1
ONE-THOUSAND,1
B-I-L-L-S,1
TWENTY-TWENTY-ONE,1
C-O-M,1
G-O-O-G-L-E,1
ALL-TOGETHER,1
V-I-R-U-S,1
YEAR-AGO,1
LOS-ANGELES,1
I-FLY-TO,1
STARS,1
LIGHTS-OFF,1
DISNEY,1
S-W-E-E-T-E-S-T,1
SHE-BAWL-OUT-I,1
SET,1
CLUELESS,1
CATTING,1
CAREFUL-CONTINUALLY,1
FLOWER/TREE,1
MOTORCYCLING,1
STARTED,1
T-H-E-Y,1
SEVENTIES,1
SIXTY-EIGHT,1
SHOULDER-LENGTH,1
DIFFERENT++++,1
A-Q-U-A-R-I-U-M,1
HUNTING,1
AUTUN,1
GIRAFFE,1
JUDY,1
PUT-ON-RING,1
POST-OFFICE,1
HUMOROUS,1
M-C-C-A-R-T-H-Y,1
PUT+++,1
PUNISH,1
BRUISE,1
TIPS,1
EARNS,1
WORKS,1
A-B-B-Y,1
BABY?,1
PLUG,1
DISOBEY,1
IMPRESSED,1
MPH,1
M-E-L-I-S-S-A,1
ACCOMPANY,1
TIME-THREE,1
SIX-HUNDRED,1
VERY-BIG,1
OWL,1
EQUALS,1
DOOR++,1
H-O-T-E-L,1
WATCH-CASUAL,1
ROB,1
PICK-ON,1
BECOME-DRUNK,1
CADILLAC,1
PONTIAC,1
JOIN-I,1
B-O-N-N-I-E,1
R-H-Y-M-E,1
FLOOR++,1
PLIERS,1
VERY-ANGRY,1
VERTICAL,1
LIGHT-PINK,1
EVERY-TWO-MONTH,1
SUNBATHE,1
T-R-E-V-O-R,1
STAY-THERE-CONTINUALLY,1
R-U-G,1
DRILL,1
TRASH,1
WET,1
SLIDE,1
EAT-NONE,1
D-I-E-T,1
LET'S-SEE,1
GIRL-GROUP,1
NOTETAKER,1
NEIGHBORHOOD,1
POSH,1
SHE-TELL,1
RELIEVE,1
SICKLY,1
GREW-UP,1
L-O-W,1
G-O-R-D-O-N,1
J-U-L-I-E-T-T-E,1
CLEAN++,1
C-U-T,1
SIX-MONTHS,1
SHE-LEND-I,1
J-O-S-I-E,1
COFFEES,1
APPROPRIATE,1
DEVELOPS,1
HELP++,1
CRACK,1
ASK-I,1
STYLING,1
J-U-L-Y,1
FOUR-HOUR,1
I-BORROW,1
FALL-OUT,1
M-E-B,1
RUNNER,1
EXCEPT,1
SIMILAR,1
SMARTER,1
J-O-A-N,1
BALLOON,1
I-GIVE-EACH,1
LAST-MONTH,1
C-O-U-P-O-N-S,1
GROCERY,1
TRIED,1
PLAIN,1
;,1
HE-LOOK-AT-I,1
GROUP-MARCH,1
SOLDIER,1
ANNOUNCE-REPEATEDLY,1
ROKER,1
AL,1
TWO-THOUSAND-THREE,1
SECOND,1
WALK++,1
I-KNOW-YOU,1
C-A-R-P-E-T,1
YOU-BORROW-EACH-OF-WE-STOP-IT,1
WILL?,1
H-A-R-R-I-S-O-N,1
INGREDIENTS,1
R-E-C-I-P-E,1
SIMPLE,1
ONE-WEEK-FROM-NOW,1
COMB-HAIR-CONTINUALLY,1
VET,1
CARRY,1
YOU-CALL,1
H-E-N-R-Y,1
EVERYBODY,1
TIME?,1
P-A-R-I-S,1
O-F,1
T-R-E-A-T-Y,1
RATIFICATION,1
BRITAIN,1
SEVENTEEN-EIGHTY-FOUR,1
G-L-O-D-E-N,1
B-A-F-T-A,1
O-S-C-A-R,1
AWARDS,1
F-L-E-T-C-H-E-R,1
RUSSIA,1
FOUR-AND-HALF,1
SLAP,1
FIND-REPEATEDLY,1
HALLWAY,1
E-X-I-T,1
THIRTY-TWO,1
THEY-LOOK-EACH-OTHER,1
E-M-M-A,1
QUICK,1
GET-WELL,1
H-A-W-K-I-N-S,1
S-A-D-I-E,1
SOMETIME,1
DVD,1
P-O-T-T-E-R,1
HURRICANES,1
LECTRE,1
DIZZY,1
PICKLE,1
C-O-O-P-E-R,1
LOSE-COMPETITION-REPEATEDLY,1
C-H-A-D,1
HIRE-I,1
T-I-M-E-S,1
O-L-I-V-E-S,1
GREEK,1
VERY-IMPRESSED,1
WE-DISAGREE-WITH,1
TWO-FULL-WEEK,1
YOU-ASK-ALL-OF-THEY,1
SCHOOLS,1
OIL,1
WARNING,1
THINK-ABOUT,1
SEVEN-DOLLAR,1
CONGRESS-WOMAN,1
QUERY-I,1
EAR-ACHE,1
CEREMONY,1
GATHER,1
SOLDIERS,1
NINETY-FOUR,1
GOING,1
NOTIFY,1
T-I-R-E,1
I-WARN-YOU,1
OH-GEE,1
MARYLAND,1
ENGINE,1
I-TAKE-ADVANTAGE-HE,1
TEACH-EACH-OTHER,1
SIGNS,1
I-GIVE-ALL-OF-THEY,1
NINETEEN-TWENTY-SEVEN,1
LAPTOP,1
DONKEY,1
DRIVE-TO-N-J,1
SMELLS,1
DELETE,1
DEPART,1
M-A-I-N-E,1
GUITAR,1
THIS-AREA++,1
ENVELOPE,1
NICKEL,1
A-N-N-I-E,1
iHE,1
NINETY-FIVE,1
NINETEEN-SEVENTY-SEVEN,1
TWENTY-SEVEN,1
N-I-C-O-L-L-E,1
D-R,1
NOT.,1
AUDIOLOGIST,1
INSTITUTE,1
NECKLACE,1
YOU-MEET-I,1
SCAN,1
R-A-P,1
PITY-HE,1
DONUTS,1
DESIGN,1
FROM-TIME-TO-TIME,1
CONSTITUTION,1
WAITER,1
ZERO,1
DETERIORATED,1
COMPOSER,1
B-E-E-T-H-O-V-E-N,1
V-A-N,1
L-U-D-W-I-G,1
D-E-N-I-S-E,1
F-O-R-D,1
OPEN-THE-WINDOW,1
SLAVERY,1
SOLVE,1
A-P-P-L-E,1
ADVANTAGES,1
OUNCE,1
REFUSEI,1
DALLAS,1
WATER-FOUNTAIN,1
R-A-W,1
HE-HELP-YOU,1
H-A-G-E-M-E-Y-E-R,1
ACCIDENT++,1
CAR-ACCIDENT,1
GUN,1
DISEASE,1
A-L-Z,1
VERY-GREEN,1
VERY-BLACK,1
VERY-CUTE,1
TALKING-TO,1
VERY-EXPENSIVE,1
DANCING,1
COLORS,1
C-H-A-P-L-I-N,1
C-H-A-R-L-I-E,1
HIT-FINGER-WITH-HAMMER,1
POLKA-DOTS,1
HE-INFORM-THEY,1
STAND-UP,1
ELEVEN-DOLLAR,1
CLEANUP,1
BRING-TO,1
VERY-BUSY,1
EVEN-THOUGH,1
DISADVANTAGES,1
BUY?,1
RECEIVED,1
TWO-MINUTE,1
USED-UP,1
DRUMS,1
I-SEE-YOU,1
SIXTY-DOLLAR,1
I-LOAN-YOU-REPEATEDLY,1
YOU-TELL-SHE,1
DOUBT-IT,1
TAKE-CARE,1
DO-WORK,1
A-A-A-D,1
SHIFT,1
TIME-FIVE,1
FEELING,1
BAKERY,1
B-A-R-B,1
YOU-PAGE-SHE,1
WINDOW++,1
MANIPULATE,1
P-R-O-M,1
JR,1
I-INFORM-YOU-TWO,1
FAIR,1
CONFRONT,1
DIABETES,1
NARRATE,1
S-W,1
C-L-E-R-C,1
LECTURE-REPEATEDLY,1
MIAMI,1
HONEST,1
POPULAR,1
CLUSTER,1
YOUNGEST,1
FIVE-HUNDRED,1
G-L-A-D-I-A-T-O-R-S,1
P-E-N-I-C-I-L-L-I-N,1
IN-THREE-YEARS,1
CLOCK,1
TAKE-AWAY,1
NOW-YEAR,1
EACH-OF-THEM-GIVES-I,1
ONE-MORE,1
GRIND,1
AXE,1
MESSED,1
KNEEL,1
CATHOLIC,1
ROMAN,1
FIFTY-FIVE,1
CODA,1
DANCE+AM,1
TWO-HOURS,1
THEY-INFORM-EACH-OTHER,1
ENERGY,1
"H-A-M-M-E-R""",1
"""T-H-E",1
GRANDMA'S,1
PANCAKE,1
GIRLFRIENDS,1
S-O-F-A,1
BLUE-REPEATEDLY,1
GET-TOGETHER,1
OLD-FIFTEEN,1
BULL,1
CUT,1
HAIR-DRYER,1
FROM-NOW-ON,1
I-TELL-SHE-REPEATEDLY,1
OLD-BEFORE,1
SELL-AM,1
PSYCHOLOGY,1
ARGUE-REPEATEDLY,1
S-E-S-A-M-E,1
LANGUAGES,1
I-GET-UP,1
I-ASK-TWO-THEY,1
G-R-E-G,1
JACOB,1
S-S-I,1
SUMMON,1
NINE-ONE-ONE,1
SIXTY-FOUR,1
REBEL,1
WHALES,1
EMAILS,1
A-L-E-X,1
CHICKENS,1
I-ASK-YOU-TWO,1
